SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.20.144,1.1.1.1,40202,443,2020-03-31 22:11:13,105.743118,448,4.236682334258386441754062898,496,4.690612584357499274799141066,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.6833366589871875,34.60756184216084280347168713,52.87164425,52.8716235,0.0,0.000001798739832754228085114798140,1.527748313826282,0.6545580780223388419298438431,4.121450E-8,0.0002030135463460505139894680766,0.0150605,0.0150075,0.014918,0.7831989680578930163977586572,0.7019236034481044,0.01347986762365462726931164813,True
192.168.20.144,1.1.1.1,40504,443,2020-03-31 22:11:15,107.141730,22369,208.7795296939857140630452766,41876,390.8467783747751693014477179,26122.23684242232,161.62375086113525,128.74749498997997,87.0,87,0.7749014875762066,0.25830049585873555,1.2553545284412246,335.6827447460143241272123403,18.32164688956793327401109133,29.59364420641282565130260521,27.847527,0.0,0.2859105216257122929909505646,1.615228389936005,0.6191074935474727664150329899,0.4195450858236124065503737990,0.6477230008449695362341620429,0.1753580283018867924528301887,0.011829,0.000302,0.7574025999781978619137566035,0.2702637208706842,3.693717402717855821807426571,True
1.1.1.1,192.168.20.144,443,39842,2020-03-31 22:12:09,97.876370,733,7.489039489306765259071214022,528,5.394560505257806353055390183,100.1475,10.007372282472558,63.05,62.0,62,0.31476794418021886,0.10492264806007295,0.15872120987268132,1076.0156181628293275,32.80267699689812400814693211,65.96659165,75.512586,0.0,-0.8730379856713540656370739457,2.011012444387936,0.4972619651313775888881615746,27.87882581346326530612244897,5.280040323090654703236272112,12.93340714285714285714285714,15.088961,4e-06,-1.224737156485072404835844391,2.4494894643695857,0.4082482106044820022859284653,True
192.168.20.144,1.1.1.1,40168,443,2020-03-31 22:12:12,120.832019,504,4.171079852600989808835355139,496,4.104872235893037589647492359,8.96885813148789,2.994805190907731,58.8235294117647,56.0,56,2.828427124746187,0.9428090415820624,0.05091168824543143,1382.937702661602712802768166,37.18787037007635252901364699,56.86918741176470588235294118,60.416077,0.0,-0.2861327808991186227878050175,1.529240229295979,0.6539194959972855527010591868,6.73484375E-10,0.00002595157750503810895454462177,0.014986625,0.014987,0.014939,-0.04334996590406105943268943618,1.8351485566052819,0.001731649220891168555598383343,True
192.168.20.144,1.1.1.1,40226,443,2020-03-31 22:12:15,105.742974,448,4.236688103741058011097739695,496,4.690618971999028512286783233,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.70060318155950,34.60781130296395238943086508,52.8730795,52.8789815,0.0,-0.0005116186009279236570878553210,1.5277787733277355,0.6545450280225110093962063450,0.0000240673674375,0.004905850327670015658077686704,0.01688175,0.0150345,0.015058,1.129620683440621496646480502,0.3717500286777343,0.2906008161280682191169568738,True
192.168.20.144,1.1.1.1,40534,443,2020-03-31 22:12:16,107.228154,25727,239.9276592973893777934477917,45789,427.0240444501170839889680466,23768.851171079896,154.17149921785122,125.68717047451669,87.0,87,0.7528078277266408,0.2509359425755469,1.226628769155956,392.2500835065382573132650304,19.80530442852465364025430392,28.38099421616871704745166960,27.854804,0.0,0.07970443747547801738284281103,1.4329996450492777,0.6978368790632967536212353196,0.3903535214679516345201328595,0.6247827794265392799328397480,0.1659087633587786259541984733,0.006862,1.1e-05,0.7636898867703780668185901443,0.26552870665073214,3.765821447752238592240249353,True
1.1.1.1,192.168.20.144,443,40152,2020-03-31 22:13:11,97.802930,733,7.494662992202789834619474079,528,5.398611268599008230121531124,100.1475,10.007372282472558,63.05,62.0,62,0.31476794418021886,0.10492264806007295,0.15872120987268132,1074.3954774657994475,32.77797244287387961895151340,65.94080345,75.5165705,0.0,-0.8764209317725959911923167603,2.0117413779916675,0.4970817874205607608342162746,27.87866406649657142857142857,5.280025006237808664699615213,12.933430,15.088988,6.4e-05,-1.224743063216611116090676577,2.4494895355079858,0.4082463048269336645189725551,True
192.168.20.144,1.1.1.1,40202,443,2020-03-31 22:13:14,120.831577,504,4.171095110345203886563526354,434,3.591776345019481124540814360,8.859375,2.9764702249476644,58.625,56.0,56,2.6457513110645907,0.8819171036881969,0.05077134712064246,1446.22846767141758984375,38.02931063891925966610924084,55.7021653125,52.871016,0.0,0.2233395187765457750641352555,1.4647166718687323,0.6827258945063879946652521048,1.973346938775510204081632654E-9,0.00004442236980143574244973724137,0.01499471428571428571428571429,0.014994,0.014926,0.04823824465996600572137297378,1.5468397120962618,0.002962535261092482085574542358,True
192.168.20.144,1.1.1.1,40504,443,2020-03-31 22:13:17,105.743075,448,4.236684057088371980860212359,434,4.104287680304360356458330723,8.960000000000003,2.9933259094191533,58.8,56.0,56,2.806243040080453,0.9354143466934843,0.050906903221414175,1273.469421452493982222222223,35.68570332013219523428752122,52.36753486666666666666666667,45.327036,0.0,0.5918755869968869333778870410,1.4674653991511317,0.6814470723319668355317806338,4.520571428571428571428571429E-9,0.00006723519486527445598453012012,0.015028,0.015031,0.014933,-0.1338584653176681433139109331,1.4129504672420465,0.004473994867266067073764314621,True
192.168.20.144,1.1.1.1,40606,443,2020-03-31 22:13:18,107.311449,25852,240.9062615490356485634631585,45757,426.3943915248036581818963231,27257.721425382657,165.09912605880945,127.87321428571428,87.0,56,0.7427031613326947,0.4353337052802602,1.2911157898159908,395.5078564911739752551020404,19.88737932687899366742157273,30.51238382142857142857142857,31.033315,0.0,-0.07858217566163058559980983228,1.5342586531845976,0.6517805833614437847070119838,0.357819739091359375,0.5981803566578890719767985569,0.151841625,0.002236,2e-06,0.7503035999169178015431315781,0.25383585955304117,3.939501810902570833108500761,True
1.1.1.1,192.168.20.144,443,40168,2020-03-31 22:14:13,97.975335,733,7.481474801795778498741545512,528,5.389111453408146040021195130,100.1475,10.007372282472558,63.05,62.0,62,0.31476794418021886,0.10492264806007295,0.15872120987268132,1078.23918900371886,32.83655263580083645440752068,66.0008198,75.5125375,0.0,-0.8690057515017233329343866702,2.0099801745948516,0.4975173450163847276092094947,42.689333907241359375,6.533707516199463253641013949,11.316785875,15.088917,6.7e-05,-1.732001830039453097500445295,1.732051648614771,0.5773465706931088553127735086,True
192.168.20.144,1.1.1.1,40226,443,2020-03-31 22:14:16,120.832025,504,4.171079645483057988972708187,496,4.104872032062691989147744565,8.96885813148789,2.994805190907731,58.8235294117647,56.0,56,2.828427124746187,0.9428090415820624,0.05091168824543143,1382.947096891427169550173011,37.18799667757631670231044522,56.86930064705882352941176471,60.416034,0.0,-0.2861192053735816282474956694,1.5292380802365182,0.6539204149594129401418331954,1.473686875E-7,0.0003838862950145524536110207140,0.01515925,0.015026,0.014975,1.041323968038104046566917619,0.47995982766984635,0.02532356778960386916311959457,True
192.168.20.144,1.1.1.1,40534,443,2020-03-31 22:14:19,105.743014,448,4.236686501105406358097566616,496,4.690617197652414182179448753,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,1197.58560379301680859375,34.60614979729783243015448500,52.8735809375,52.8715285,0.0,0.0001779253842471890416184078441,1.5278666146682562,0.6545073963914898199276988397,0.000076334184359375,0.008736943650921356377247042358,0.018330875,0.0150035,0.014983,1.142519100366102594784520297,0.38318605839319436,0.4766244737865135394380815077,True
192.168.20.144,1.1.1.1,40832,443,2020-03-31 22:14:20,107.280603,22311,207.9686297065276562623347671,41166,383.7226753842910446728193726,25866.50958880723,160.8306860919496,127.97782258064517,87.0,87,0.7643657484098052,0.25478858280326844,1.2567074735984214,336.5621112226143098985431833,18.34562921304729493083593116,29.52072952419354838709677419,27.843579,0.0,0.2742588719171490052785392303,1.6091423837999839,0.6214490464408149993601927457,0.4226243655098799092970521541,0.6500956587379121310425194695,0.1777695904761904761904761905,0.008489,1.6e-05,0.7811800688140101056711570433,0.27342682278678676,3.656956496307969634501446645,True
1.1.1.1,192.168.20.144,443,40202,2020-03-31 22:15:15,97.884667,733,7.488404695701728239010099508,528,5.394103246017070273120508241,100.1475,10.007372282472558,63.05,62.0,62,0.31476794418021886,0.10492264806007295,0.15872120987268132,1076.2085507233466,32.80561767020012382074377736,65.969030,75.5125175,0.0,-0.8727304813409216885991495753,2.010906505806314,0.4972881618874815018614610122,27.87871725548653061224489796,5.280030043047722149224390366,12.93343142857142857142857143,15.088956,5.2e-05,-1.224722901491882264399979620,2.4494897421276915,0.4082466491749074551706721137,True
192.168.20.144,1.1.1.1,40504,443,2020-03-31 22:15:18,90.639131,392,4.324842876086267861504541565,434,4.788218898524082275237171018,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,912.5260530510811428571428571,30.20804616407822465470754135,45.319757,45.3195515,0.0,0.00002040846987095472827519727255,1.5002544935823028,0.6665535775948274536138298656,3.750253061224489795918367347E-8,0.0001936557012128610118063961957,0.01512057142857142857142857143,0.015096,0.01493,0.3806460912465520556135004220,0.9840734219436069,0.01280743271692327465557587931,True
192.168.20.144,1.1.1.1,40606,443,2020-03-31 22:15:21,90.639132,392,4.324842828371304350090201658,372,4.104187582025829638350905655,8.946745562130177,2.9911110915728587,58.76923076923077,56.0,56,2.7774602993176516,0.9258200997725505,0.050895869359224036,982.7203803662547928994082838,31.34837125539785987079426643,45.31896623076923076923076923,45.311997,0.0,0.0006669466855982899890582813027,1.445656166999929,0.6917274126635735013996380836,1.014566666666666666666666667E-8,0.0001007257001299403560848034341,0.015065,0.0150575,0.014925,0.2233789387512229863562188062,1.3899133966742714,0.006686073689342207506458907010,True
192.168.20.144,1.1.1.1,40890,443,2020-03-31 22:15:22,92.245291,25966,281.4886236306631630659607329,45746,495.9169135256996479093984321,23859.62156714538,154.46559994751382,126.47619047619048,87.0,87,0.7666986789862114,0.2555662263287371,1.221301806813927,370.9122729879476291879348905,19.25908286985513828073355981,27.84893121516754850088183422,27.905830,0.0,-0.008863161119916736207099769641,1.4460154413041904,0.6915555473585261317001361428,0.3866082426713105486685032140,0.6217782906079228403897255999,0.1637535075757575757575757576,0.008975,5e-06,0.7467863219754492638416436166,0.26335513807607847,3.797037998225891110055971467,True
1.1.1.1,192.168.20.144,443,40226,2020-03-31 22:16:17,30.207909,186,6.157327870657979008080301089,112,3.707638287708030370456955495,8.639999999999999,2.9393876913398134,59.6,62.0,62,-2.449489742783177,-0.8164965809277257,0.04931858542516465,127.69786459266344,11.30034798546767939309531254,18.1187696,15.104168,0.0,0.8003120622152867746803548254,1.6033815616387084,0.6236818633351173797748006322,7.48225E-9,0.0000865,15.0888015,15.0888015,15.088715,0,1.0000000000011604,0.000005732728341611492470094460451,True
192.168.20.144,1.1.1.1,40534,443,2020-03-31 22:16:20,30.222967,168,5.558686544573866622691279781,186,6.154260102921066617979631186,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,152.0869599929422222222222222,12.33235419508141690408266747,15.11146166666666666666666667,15.1114495,0.0,0.000002959694428380714444977917863,1.2253509287540296,0.8160927425230153825236187146,2.210888888888888888888888889E-9,0.00004702009026882965150236321711,0.01502533333333333333333333333,0.015029,0.014966,-0.2339425538553691576406655304,1.2618719571592594,0.003129387496816242668095874775,True
192.168.20.144,1.1.1.1,40832,443,2020-03-31 22:16:23,30.223045,168,5.558672198648415472365540931,186,6.154244219932174272976134602,9.0,3.0,59.0,59.0,56,0.0,1.0,0.05084745762711865,152.0735555203105833333333333,12.33181071539417455931077189,15.1119695,15.111502,0.0,0.0001137302568429157425750061708,1.2254461123973683,0.8160293544394841823437224308,0.000001682300666666666666666666667,0.001297035337477998965049856485,0.015935,0.015046,0.01499,2.056227708634221492583747760,0.7285846211696072,0.08139537731270781079697875651,True
192.168.20.144,1.1.1.1,41112,443,2020-03-31 22:16:24,34.084944,15254,447.5289734963331610578559261,27973,820.6849335002574743851713531,20935.600460017704,144.69139732554146,130.59516616314198,87.0,87,0.9038927047968954,0.3012975682656318,1.107938383759091,117.6820857870634817498927537,10.84813743400513348003610512,16.25257791238670694864048338,12.675383,0.0,0.9892559715846094912352419201,1.498190635144475,0.6674718000113296424694692381,0.3990320102947802589604053292,0.6316898054383814883384313919,0.1708582876712328767123287671,0.011325,6e-06,0.7576501296891420285689978065,0.27046864806162957,3.697156363019890203706066721,True
